중산도면,단가,수량,영업납기,선급
S00087,6498,3,2021-03-11,0
S00087,6498,6,2021-12-17,0
S00092,6498,1,2021-08-15,0
S00092,6498,1,2021-09-09,0
S00092,6498,2,2021-03-28,0
S00094,6498,1,2021-08-02,0
S00094,6498,1,2021-11-12,1
S00094,6498,3,2021-04-30,0
S00095,6498,1,2021-02-10,0
S00095,6498,1,2021-07-02,0
S00095,6498,3,2021-11-05,0
S00096,27256,2,2021-04-05,0
S00096,27256,6,2021-06-15,1
S00096,27256,12,2021-05-11,0
S00097,27256,1,2021-11-02,0
S00097,27256,2,2021-03-26,0
S00097,27256,4,2021-07-17,0
S00098,6332,1,2021-09-09,0
S00098,6332,5,2021-02-04,0
S00098,6332,10,2021-01-15,0
S00099,6498,1,2021-06-03,1
S00099,6498,1,2021-11-06,0
S00099,6498,2,2021-10-10,0
S00100,6516,2,2021-01-30,1
S00100,6516,12,2021-06-02,1
S00100,6516,24,2021-06-05,0
S00102,6557,1,2021-07-05,1
S00102,6557,14,2021-05-13,1
S00102,6557,28,2021-07-11,1
S00103,27256,1,2021-04-14,0
S00103,27256,5,2021-11-29,1
S00103,27256,10,2021-08-02,0
S00104,6516,1,2021-05-30,0
S00104,6516,8,2021-05-28,1
S00104,6516,16,2021-03-25,1
S00105,6516,2,2021-09-02,0
S00105,6516,9,2021-09-19,0
S00105,6516,18,2021-11-23,0
S00106,6516,1,2021-02-05,0
S00106,6516,9,2021-05-07,1
S00106,6516,18,2021-04-30,0
S00107,20470,2,2021-05-11,0
S00107,20470,12,2021-01-14,0
S00107,20470,24,2021-03-13,0
S00108,6516,2,2021-08-01,0
S00108,6516,8,2021-04-08,1
S00108,6516,16,2021-06-09,0
S00109,11941,2,2021-08-02,0
S00109,11941,20,2021-06-08,0
S00109,11941,40,2021-04-29,0
S00110,27256,2,2021-06-10,0
S00110,27256,5,2021-04-16,0
S00110,27256,10,2021-09-11,1
S00111,6498,1,2021-11-18,0
S00111,6498,1,2021-11-01,0
S00111,6498,3,2021-03-26,1
S00112,10156,2,2021-08-13,0
S00112,10156,16,2021-03-24,0
S00112,10156,32,2021-12-09,0
S00113,10156,2,2021-10-31,0
S00113,10156,16,2021-10-11,0
S00113,10156,32,2021-09-11,0
S00115,6332,1,2021-11-01,0
S00115,6332,7,2021-10-19,1
S00115,6332,14,2021-03-05,1
S00116,6498,1,2021-10-20,0
S00116,6498,2,2021-11-25,0
S00116,6498,5,2021-04-30,1
S00117,6516,2,2021-02-23,0
S00117,6516,11,2021-03-17,0
S00117,6516,22,2021-04-17,1
S00118,6332,2,2021-12-03,1
S00118,6332,8,2021-05-21,0
S00118,6332,16,2021-05-28,0
S00119,6516,2,2021-11-05,1
S00119,6516,9,2021-07-18,0
S00119,6516,18,2021-06-04,0
S00120,27256,2,2021-11-04,0
S00120,27256,6,2021-10-17,0
S00120,27256,12,2021-06-04,0
S00121,27256,2,2021-12-31,0
S00121,27256,7,2021-03-18,0
S00121,27256,14,2021-08-21,0
S00122,6516,2,2021-02-23,1
S00122,6516,15,2021-09-21,0
S00122,6516,30,2021-05-27,1
S00124,6516,3,2021-06-29,0
S00124,6516,13,2021-11-07,0
S00124,6516,26,2021-01-26,1
S00125,6516,1,2021-07-24,0
S00125,6516,8,2021-12-05,0
S00125,6516,16,2021-02-24,1
S00129,7149,3,2021-07-12,1
S00129,7149,7,2021-11-18,0
S00129,7149,14,2021-10-26,0
S00130,21121,3,2021-11-10,0
S00130,21121,26,2021-02-14,0
S00130,21121,52,2021-03-08,0
S00132,179208,5,2021-12-26,0
S00132,179208,10,2021-05-26,1
S00132,179208,21,2021-12-19,0
S00134,179208,11,2021-01-04,0
S00134,179208,23,2021-02-07,1
S00134,179208,46,2021-05-12,0
S00137,6516,1,2021-01-16,0
S00137,6516,3,2021-10-24,0
S00137,6516,6,2021-06-03,1
S00138,27256,1,2021-01-03,1
S00138,27256,2,2021-03-01,0
S00138,27256,4,2021-11-21,0
S00139,6498,1,2021-10-18,0
S00139,6498,1,2021-05-25,0
S00139,6498,3,2021-12-27,0
S00140,6498,1,2021-05-20,0
S00140,6498,1,2021-10-02,0
S00140,6498,2,2021-01-09,0
S00145,6498,1,2021-01-21,0
S00145,6498,2,2021-11-12,0
S00145,6498,4,2021-09-28,0
S00146,6498,1,2021-10-22,0
S00146,6498,2,2021-07-10,0
S00146,6498,4,2021-07-14,0
S00147,6498,1,2021-10-05,0
S00147,6498,2,2021-03-19,1
S00147,6498,4,2021-07-14,0
S00148,6498,2,2021-11-01,0
S00148,6498,4,2021-12-09,0
S00148,6498,8,2021-04-22,0
S00149,6498,1,2021-07-27,0
S00149,6498,2,2021-04-17,1
S00149,6498,5,2021-11-02,0
S00151,6332,1,2021-11-26,0
S00151,6332,7,2021-05-13,0
S00151,6332,14,2021-05-27,0
S00152,27256,1,2021-09-03,1
S00152,27256,3,2021-06-22,0
S00152,27256,6,2021-03-25,1
S00153,6516,1,2021-06-25,0
S00153,6516,8,2021-08-24,1
S00153,6516,16,2021-06-24,0
S00154,179208,11,2021-04-14,0
S00154,179208,34,2021-11-16,0
S00154,179208,68,2021-07-05,0
S00155,6516,1,2021-07-25,1
S00155,6516,7,2021-12-28,0
S00155,6516,14,2021-05-09,0
S00156,6332,1,2021-12-15,0
S00156,6332,5,2021-09-05,1
S00156,6332,10,2021-04-28,0
S00157,6332,1,2021-06-09,1
S00157,6332,6,2021-06-27,0
S00157,6332,12,2021-07-14,0
S00158,6498,1,2021-04-17,0
S00158,6498,2,2021-01-30,1
S00158,6498,4,2021-01-11,0
S00159,8416,2,2021-08-08,0
S00159,8416,12,2021-10-05,0
S00159,8416,24,2021-07-22,0
S00161,6516,2,2021-12-26,0
S00161,6516,12,2021-06-10,0
S00161,6516,24,2021-02-23,0
S00162,27256,2,2021-04-03,1
S00162,27256,6,2021-01-04,1
S00162,27256,12,2021-10-03,0
S00163,11941,2,2021-07-17,0
S00163,11941,27,2021-06-16,0
S00163,11941,54,2021-01-29,0
S00164,10156,2,2021-09-03,0
S00164,10156,20,2021-03-20,0
S00164,10156,40,2021-07-13,0
S00166,8416,2,2021-02-14,0
S00166,8416,16,2021-07-03,0
S00166,8416,32,2021-07-28,0
S00167,6498,3,2021-09-22,0
S00167,6498,6,2021-08-30,0
S00167,6498,12,2021-02-25,0
S00168,8416,2,2021-07-18,0
S00168,8416,14,2021-01-05,0
S00168,8416,28,2021-04-27,1
S00170,9518,2,2021-03-27,0
S00170,9518,23,2021-04-05,0
S00170,9518,46,2021-03-16,0
S00172,10156,2,2021-11-17,0
S00172,10156,21,2021-02-17,0
S00172,10156,42,2021-04-28,1
S00173,6516,2,2021-03-19,0
S00173,6516,13,2021-06-23,0
S00173,6516,26,2021-09-22,0
S00174,6516,3,2021-11-26,0
S00174,6516,14,2021-08-21,0
S00174,6516,28,2021-12-18,0
S00175,6516,2,2021-07-22,0
S00175,6516,13,2021-11-06,0
S00175,6516,26,2021-10-20,0
S00176,6332,3,2021-02-05,1
S00176,6332,11,2021-09-29,0
S00176,6332,22,2021-02-18,0
S00177,8416,3,2021-01-05,0
S00177,8416,18,2021-10-26,0
S00177,8416,36,2021-07-17,0
S00178,6516,3,2021-05-28,0
S00178,6516,13,2021-05-26,1
S00178,6516,26,2021-08-21,0
S00179,6516,3,2021-09-10,0
S00179,6516,14,2021-06-12,1
S00179,6516,28,2021-02-12,0
S00180,8416,3,2021-04-16,0
S00180,8416,19,2021-12-01,0
S00180,8416,38,2021-11-09,0
S00181,20470,3,2021-10-29,1
S00181,20470,24,2021-12-16,0
S00181,20470,48,2021-10-10,1
S00182,8600,4,2021-08-07,0
S00182,8600,22,2021-06-18,0
S00182,8600,44,2021-02-03,0
S00185,6498,1,2021-06-04,0
S00185,6498,1,2021-10-06,0
S00185,6498,2,2021-05-16,0
S00186,6498,1,2021-05-15,0
S00186,6498,1,2021-06-16,0
S00186,6498,2,2021-07-11,0
S00187,27256,3,2021-08-17,0
S00187,27256,8,2021-09-19,0
S00187,27256,16,2021-11-02,0
S00189,27256,2,2021-11-25,0
S00189,27256,5,2021-06-10,0
S00189,27256,10,2021-11-08,1
S00190,6516,2,2021-03-25,0
S00190,6516,13,2021-09-10,0
S00190,6516,26,2021-07-02,0
S00191,27256,3,2021-03-26,0
S00191,27256,9,2021-01-25,0
S00191,27256,18,2021-06-10,0
S00192,7168,3,2021-04-21,0
S00192,7168,17,2021-01-13,0
S00192,7168,34,2021-02-17,0
S00193,27256,3,2021-12-29,0
S00193,27256,9,2021-10-03,0
S00193,27256,18,2021-05-03,0
S00194,6557,1,2021-12-30,0
S00194,6557,16,2021-06-16,1
S00194,6557,32,2021-03-23,1
S00195,6516,3,2021-11-09,0
S00195,6516,13,2021-01-09,0
S00195,6516,26,2021-05-23,0
S00196,6498,2,2021-11-26,0
S00196,6498,4,2021-01-31,0
S00196,6498,8,2021-05-28,0
S00197,14191,4,2021-05-26,0
S00197,14191,44,2021-01-13,0
S00197,14191,88,2021-01-17,0
S00198,7149,3,2021-04-29,0
S00198,7149,6,2021-03-11,0
S00198,7149,12,2021-08-30,0
S00199,8416,3,2021-08-28,0
S00199,8416,20,2021-11-20,0
S00199,8416,40,2021-02-20,0
S00200,11941,3,2021-06-14,0
S00200,11941,38,2021-10-28,1
S00200,11941,76,2021-05-01,0
S00201,14413,4,2021-11-19,0
S00201,14413,53,2021-08-27,0
S00201,14413,106,2021-02-25,1
S00202,8641,3,2021-08-21,0
S00202,8641,35,2021-10-30,1
S00202,8641,70,2021-05-21,0
S00203,26391,4,2021-11-05,0
S00203,26391,35,2021-03-05,0
S00203,26391,70,2021-02-22,0
S00205,10156,3,2021-12-16,0
S00205,10156,29,2021-09-16,0
S00205,10156,58,2021-08-22,0
S00206,23148,4,2021-05-11,0
S00206,23148,31,2021-09-26,0
S00206,23148,62,2021-08-11,0
S00207,6498,3,2021-09-12,0
S00207,6498,6,2021-11-02,0
S00207,6498,12,2021-12-29,0
S00208,29252,4,2021-06-12,0
S00208,29252,12,2021-04-28,0
S00208,29252,24,2021-06-21,0
S00209,12196,4,2021-02-16,0
S00209,12196,43,2021-07-31,0
S00209,12196,86,2021-09-08,1
S00210,27256,2,2021-06-12,0
S00210,27256,6,2021-04-27,0
S00210,27256,12,2021-12-31,0
S00211,6498,1,2021-11-03,0
S00211,6498,3,2021-09-23,0
S00211,6498,6,2021-06-23,0
S00212,6332,2,2021-10-29,1
S00212,6332,6,2021-12-13,1
S00212,6332,12,2021-01-22,0
S00213,6332,1,2021-03-19,0
S00213,6332,6,2021-02-26,0
S00213,6332,12,2021-08-26,0
S00215,8493,2,2021-11-19,0
S00215,8493,4,2021-09-08,0
S00215,8493,8,2021-02-03,0
S00216,28824,4,2021-08-07,0
S00216,28824,11,2021-02-20,0
S00216,28824,22,2021-12-21,0
S00218,14191,4,2021-02-19,0
S00218,14191,50,2021-02-10,0
S00218,14191,100,2021-07-09,0
S00219,14220,4,2021-12-02,0
S00219,14220,57,2021-06-18,1
S00219,14220,114,2021-03-06,0
S00220,12592,3,2021-10-13,0
S00220,12592,41,2021-04-05,0
S00220,12592,82,2021-06-03,0
S00221,9195,4,2021-10-04,0
S00221,9195,20,2021-05-30,0
S00221,9195,40,2021-04-07,0
S00222,12834,4,2021-04-19,0
S00222,12834,35,2021-05-28,0
S00222,12834,70,2021-11-11,0
S00223,8065,2,2021-04-11,0
S00223,8065,4,2021-04-20,0
S00223,8065,8,2021-09-15,0
S00224,16801,5,2021-03-02,0
S00224,16801,34,2021-07-15,0
S00224,16801,68,2021-12-21,0
S00225,52115,6,2021-01-07,0
S00225,52115,12,2021-12-19,0
S00225,52115,24,2021-02-01,0
S00226,18509,4,2021-01-15,0
S00226,18509,56,2021-11-08,0
S00226,18509,112,2021-10-04,0
S00227,15483,4,2021-03-28,0
S00227,15483,30,2021-10-21,0
S00227,15483,60,2021-05-09,0
S00228,23088,5,2021-03-03,0
S00228,23088,54,2021-06-07,1
S00228,23088,108,2021-06-05,0
S00229,21887,5,2021-10-17,0
S00229,21887,48,2021-08-07,0
S00229,21887,96,2021-07-05,0
S00230,17118,6,2021-04-24,0
S00230,17118,43,2021-07-05,0
S00230,17118,86,2021-02-02,0
S00231,179208,10,2021-11-03,0
S00231,179208,20,2021-11-18,0
S00231,179208,40,2021-12-15,0
S00234,9195,4,2021-12-31,0
S00234,9195,20,2021-05-18,0
S00234,9195,40,2021-07-28,0
S00235,29252,4,2021-09-12,0
S00235,29252,12,2021-11-01,0
S00235,29252,24,2021-07-15,0
S00236,33640,4,2021-05-15,1
S00236,33640,12,2021-06-10,0
S00236,33640,24,2021-05-06,0
S00237,40323,5,2021-08-20,0
S00237,40323,14,2021-06-14,0
S00237,40323,28,2021-11-07,0
S00239,16801,5,2021-10-21,0
S00239,16801,36,2021-08-12,1
S00239,16801,72,2021-06-07,0
S00241,13583,4,2021-04-25,0
S00241,13583,27,2021-11-13,0
S00241,13583,54,2021-03-06,0
S00243,8844,4,2021-11-28,0
S00243,8844,16,2021-12-18,1
S00243,8844,32,2021-11-21,0
S00246,18691,2,2021-05-22,0
S00246,18691,5,2021-05-30,0
S00246,18691,10,2021-01-06,0
S00247,15218,6,2021-05-15,0
S00247,15218,31,2021-12-20,0
S00247,15218,62,2021-07-13,0
S00248,41210,7,2021-05-26,0
S00248,41210,47,2021-02-09,1
S00248,41210,94,2021-01-20,1
S00250,15218,6,2021-11-04,0
S00250,15218,31,2021-11-28,0
S00250,15218,62,2021-05-05,0
S00253,101291,4,2021-05-13,0
S00253,101291,9,2021-09-25,0
S00253,101291,19,2021-01-04,0
S00254,106952,12,2021-02-05,0
S00254,106952,48,2021-05-24,0
S00254,106952,96,2021-01-28,0
S00260,6498,1,2021-02-15,0
S00260,6498,1,2021-01-21,0
S00260,6498,2,2021-01-04,1
S00261,6498,1,2021-10-13,1
S00261,6498,1,2021-01-15,0
S00261,6498,2,2021-10-03,0
S00269,6498,2,2021-01-10,1
S00269,6498,4,2021-10-09,0
S00269,6498,8,2021-12-04,0
S00271,4000,1,2021-03-01,0
S00271,4000,1,2021-08-03,0
S00271,4000,2,2021-08-27,0
S00273,6498,1,2021-09-25,0
S00273,6498,1,2021-05-02,1
S00273,6498,3,2021-06-03,0
S00275,27256,1,2021-08-13,1
S00275,27256,4,2021-03-18,0
S00275,27256,8,2021-07-30,0
S00276,27256,1,2021-01-13,0
S00276,27256,4,2021-08-26,0
S00276,27256,8,2021-07-22,0
S00277,6498,1,2021-04-01,0
S00277,6498,1,2021-08-08,0
S00277,6498,3,2021-06-24,1
S00278,27256,2,2021-07-03,0
S00278,27256,6,2021-05-30,0
S00278,27256,12,2021-03-11,1
S00290,6498,1,2021-06-04,0
S00290,6498,2,2021-08-01,0
S00290,6498,4,2021-10-30,1
S00291,6498,1,2021-03-15,0
S00291,6498,2,2021-01-26,0
S00291,6498,4,2021-09-16,1
S00292,6498,1,2021-07-03,0
S00292,6498,2,2021-06-29,0
S00292,6498,4,2021-09-25,0
S00294,6498,2,2021-04-18,0
S00294,6498,4,2021-02-15,1
S00294,6498,8,2021-01-24,0
S00295,9195,4,2021-05-30,0
S00295,9195,21,2021-04-09,0
S00295,9195,42,2021-06-20,0
S00296,34772,5,2021-05-01,0
S00296,34772,15,2021-12-17,0
S00296,34772,30,2021-03-08,0
S00301,6498,1,2021-01-25,0
S00301,6498,1,2021-12-05,0
S00301,6498,3,2021-02-23,0
S00304,77242,3,2021-06-15,0
S00304,77242,7,2021-01-28,1
S00304,77242,14,2021-07-17,0
S00305,86821,7,2021-01-06,0
S00305,86821,15,2021-10-08,1
S00305,86821,30,2021-04-03,0
S00306,33232,9,2021-10-16,0
S00306,33232,67,2021-10-12,0
S00306,33232,134,2021-06-07,0
S00307,6498,1,2021-04-04,1
S00307,6498,3,2021-03-13,1
S00307,6498,7,2021-04-30,1
S00308,6498,3,2021-05-20,1
S00308,6498,6,2021-03-25,0
S00308,6498,12,2021-11-30,0
S00309,29252,4,2021-11-22,0
S00309,29252,12,2021-10-23,0
S00309,29252,24,2021-03-28,0
S00310,8065,3,2021-12-08,0
S00310,8065,7,2021-03-01,1
S00310,8065,14,2021-04-22,0
S00311,9518,2,2021-01-04,0
S00311,9518,21,2021-02-04,0
S00311,9518,42,2021-06-05,0
S00314,6516,1,2021-07-11,0
S00314,6516,7,2021-11-24,0
S00314,6516,14,2021-01-19,0
S00315,6516,1,2021-12-17,1
S00315,6516,5,2021-08-10,1
S00315,6516,10,2021-08-18,1
S00316,9518,1,2021-10-25,0
S00316,9518,15,2021-07-14,0
S00316,9518,30,2021-10-24,0
S00317,20470,1,2021-01-31,0
S00317,20470,12,2021-04-01,0
S00317,20470,24,2021-10-30,0
S00318,11541,1,2021-02-09,0
S00318,11541,25,2021-03-27,0
S00318,11541,50,2021-04-19,0
S00319,6516,2,2021-02-25,0
S00319,6516,12,2021-04-05,0
S00319,6516,24,2021-03-24,1
S00320,6516,2,2021-06-28,0
S00320,6516,8,2021-07-21,0
S00320,6516,16,2021-05-02,0
S00321,6498,3,2021-12-16,1
S00321,6498,6,2021-07-02,0
S00321,6498,12,2021-02-08,0
S00333,6498,2,2021-06-11,0
S00333,6498,4,2021-04-12,0
S00333,6498,8,2021-08-20,0
S00334,6498,2,2021-11-12,0
S00334,6498,4,2021-06-14,0
S00334,6498,8,2021-08-13,0
S00335,6498,2,2021-08-12,0
S00335,6498,4,2021-12-16,0
S00335,6498,8,2021-08-13,0
S00337,12881,4,2021-10-18,0
S00337,12881,9,2021-11-29,1
S00337,12881,18,2021-03-14,1
S00341,2990,2,2021-12-18,0
S00341,2990,4,2021-06-30,0
S00341,2990,9,2021-04-22,0
S00343,77242,3,2021-11-02,0
S00343,77242,7,2021-01-12,0
S00343,77242,14,2021-07-06,0
S00345,8065,2,2021-11-08,0
S00345,8065,4,2021-11-09,1
S00345,8065,8,2021-12-12,0
S00346,52115,5,2021-06-06,0
S00346,52115,10,2021-10-11,0
S00346,52115,20,2021-12-21,0
S00349,6498,3,2021-02-23,0
S00349,6498,6,2021-10-05,0
S00349,6498,12,2021-09-09,0
S00351,13140,5,2021-11-30,1
S00351,13140,10,2021-08-18,0
S00351,13140,20,2021-02-26,0
S00352,6332,3,2021-11-18,0
S00352,6332,11,2021-01-28,0
S00352,6332,22,2021-06-12,0
S00354,40323,5,2021-04-10,0
S00354,40323,14,2021-03-21,0
S00354,40323,28,2021-12-26,1
S00356,8065,1,2021-11-14,0
S00356,8065,3,2021-10-26,0
S00356,8065,7,2021-06-19,0
S00357,8065,1,2021-06-05,1
S00357,8065,3,2021-12-30,0
S00357,8065,7,2021-02-27,0
S00358,34772,5,2021-11-15,1
S00358,34772,15,2021-12-26,0
S00358,34772,30,2021-11-25,0
S00359,25486,5,2021-03-12,0
S00359,25486,44,2021-12-18,0
S00359,25486,88,2021-12-20,0
S00360,9195,4,2021-07-10,0
S00360,9195,20,2021-10-20,0
S00360,9195,40,2021-02-17,1
S00361,179208,5,2021-10-01,0
S00361,179208,11,2021-05-29,0
S00361,179208,22,2021-12-09,0
S00362,8416,2,2021-12-30,1
S00362,8416,17,2021-10-15,0
S00362,8416,34,2021-09-01,0
S00363,6516,3,2021-02-17,1
S00363,6516,15,2021-01-24,0
S00363,6516,30,2021-09-28,0
S00364,27256,3,2021-02-24,0
S00364,27256,8,2021-12-14,1
S00364,27256,16,2021-02-18,0
S00365,9195,4,2021-02-22,1
S00365,9195,20,2021-11-08,0
S00365,9195,40,2021-11-24,0
S00366,8844,4,2021-12-07,0
S00366,8844,16,2021-08-10,0
S00366,8844,32,2021-09-15,1
S00367,34772,5,2021-04-27,0
S00367,34772,15,2021-03-30,1
S00367,34772,30,2021-09-09,0
S00368,73747,5,2021-02-21,0
S00368,73747,15,2021-10-23,0
S00368,73747,30,2021-09-21,1
S00369,77242,7,2021-12-06,0
S00369,77242,14,2021-03-03,0
S00369,77242,28,2021-12-04,0
S00370,15218,6,2021-10-05,0
S00370,15218,37,2021-07-03,1
S00370,15218,74,2021-11-04,0
S00371,32450,9,2021-12-17,0
S00371,32450,29,2021-08-26,1
S00371,32450,58,2021-09-16,0
S00372,104092,10,2021-09-21,0
S00372,104092,52,2021-07-06,0
S00372,104092,104,2021-05-02,1
S00579,6498,1,2021-10-15,0
S00579,6498,1,2021-02-08,0
S00579,6498,2,2021-09-01,0
S00644,6498,1,2021-08-20,0
S00644,6498,2,2021-11-01,0
S00644,6498,4,2021-02-20,0
S00690,6498,1,2021-03-24,0
S00690,6498,1,2021-11-30,0
S00690,6498,1,2021-10-27,1
S00761,6498,1,2021-08-31,0
S00761,6498,1,2021-04-01,0
S00761,6498,3,2021-10-22,1
S00762,6498,1,2021-07-19,0
S00762,6498,1,2021-02-11,0
S00762,6498,3,2021-03-14,0
S00766,6498,1,2021-10-17,1
S00766,6498,2,2021-08-26,0
S00766,6498,4,2021-07-21,0
S00808,6498,1,2021-04-16,0
S00808,6498,1,2021-10-03,0
S00808,6498,2,2021-06-06,0
S00888,27256,1,2021-12-27,0
S00888,27256,4,2021-11-07,0
S00888,27256,8,2021-05-29,0
S00890,6498,2,2021-11-15,0
S00890,6498,5,2021-05-25,0
S00890,6498,10,2021-08-10,1
S00891,6498,3,2021-08-08,1
S00891,6498,6,2021-04-11,0
S00891,6498,12,2021-06-10,0
S00892,27256,2,2021-06-24,0
S00892,27256,7,2021-06-22,0
S00892,27256,14,2021-12-27,0
S00893,6498,1,2021-02-28,1
S00893,6498,3,2021-02-14,0
S00893,6498,6,2021-07-04,0
S00894,9195,4,2021-01-01,0
S00894,9195,20,2021-06-03,0
S00894,9195,40,2021-05-08,0
S01362,6498,1,2021-05-21,0
S01362,6498,1,2021-09-25,0
S01362,6498,1,2021-04-17,0
S01388,6498,1,2021-12-18,1
S01388,6498,1,2021-06-13,0
S01388,6498,2,2021-03-21,0
S01393,6498,1,2021-04-17,1
S01393,6498,1,2021-02-25,1
S01393,6498,2,2021-08-31,0
S01397,6498,1,2021-04-20,0
S01397,6498,1,2021-10-06,0
S01397,6498,3,2021-01-28,0
S01429,6498,1,2021-03-09,0
S01429,6498,1,2021-08-17,0
S01429,6498,2,2021-03-01,0
S01573,27256,2,2021-10-09,0
S01573,27256,6,2021-09-04,0
S01573,27256,12,2021-03-26,0
S01601,6498,1,2021-08-18,0
S01601,6498,3,2021-03-27,0
S01601,6498,6,2021-08-18,0
S01602,27256,2,2021-11-19,0
S01602,27256,5,2021-05-25,0
S01602,27256,10,2021-02-01,0
S01604,7149,3,2021-08-26,0
S01604,7149,7,2021-05-08,0
S01604,7149,14,2021-05-27,1
S01611,52115,3,2021-11-25,0
S01611,52115,6,2021-10-12,0
S01611,52115,12,2021-05-12,1
S01612,6498,3,2021-12-31,0
S01612,6498,6,2021-12-30,0
S01612,6498,12,2021-10-29,1
S02123,6498,1,2021-01-09,0
S02123,6498,1,2021-02-02,0
S02123,6498,2,2021-02-22,0
S02141,6498,1,2021-01-13,0
S02141,6498,1,2021-06-18,0
S02141,6498,2,2021-05-04,1
S02195,14698,5,2021-01-17,0
S02195,14698,22,2021-12-13,0
S02195,14698,44,2021-09-21,0
S20196,6332,2,2021-11-05,0
S20196,6332,8,2021-04-26,0
S20196,6332,16,2021-05-24,0
Z00004,109155,9,2021-03-27,0
Z00004,109155,69,2021-12-26,0
Z00004,109155,138,2021-06-28,1
Z00024,6516,3,2021-02-05,0
Z00024,6516,14,2021-10-06,0
Z00024,6516,28,2021-12-21,0
Z00032,179208,17,2021-11-18,0
Z00032,179208,34,2021-03-04,0
Z00032,179208,68,2021-12-07,0
Z00033,6498,1,2021-05-27,0
Z00033,6498,1,2021-05-12,0
Z00033,6498,3,2021-07-30,0
Z00034,10500,4,2021-11-23,0
Z00034,10500,24,2021-09-29,0
Z00034,10500,48,2021-02-13,0
Z00039,15015,6,2021-05-04,0
Z00039,15015,23,2021-09-18,0
Z00039,15015,46,2021-03-08,0
Z00077,6516,3,2021-02-24,1
Z00077,6516,16,2021-07-24,0
Z00077,6516,32,2021-11-11,1
Z00102,6498,1,2021-05-25,0
Z00102,6498,3,2021-04-24,0
Z00102,6498,6,2021-03-31,1
Z00140,13960,3,2021-07-05,0
Z00140,13960,44,2021-05-24,0
Z00140,13960,88,2021-12-31,0
Z00143,8416,2,2021-06-05,0
Z00143,8416,15,2021-05-19,0
Z00143,8416,30,2021-08-02,1
Z00153,6498,1,2021-05-18,0
Z00153,6498,2,2021-03-12,1
Z00153,6498,5,2021-11-29,0
Z00155,17118,6,2021-07-24,1
Z00155,17118,41,2021-12-23,1
Z00155,17118,82,2021-05-03,0
Z00157,6498,1,2021-09-20,0
Z00157,6498,3,2021-02-25,1
Z00157,6498,6,2021-07-29,0
Z00160,17118,6,2021-09-30,0
Z00160,17118,39,2021-07-10,1
Z00160,17118,78,2021-12-01,1
Z00220,6498,1,2021-10-10,0
Z00220,6498,2,2021-07-20,0
Z00220,6498,4,2021-02-28,0
Z00225,6516,3,2021-10-29,1
Z00225,6516,19,2021-05-16,1
Z00225,6516,38,2021-04-07,0
Z00226,52115,3,2021-11-27,1
Z00226,52115,6,2021-07-19,0
Z00226,52115,12,2021-06-22,0
Z00261,6498,1,2021-06-09,1
Z00261,6498,1,2021-10-26,0
Z00261,6498,1,2021-05-12,0
Z00292,6516,2,2021-12-06,0
Z00292,6516,9,2021-06-28,0
Z00292,6516,18,2021-01-15,0
Z00303,6498,1,2021-12-29,0
Z00303,6498,1,2021-09-20,0
Z00303,6498,2,2021-06-21,0
Z00311,179208,15,2021-09-05,0
Z00311,179208,30,2021-11-28,0
Z00311,179208,60,2021-05-06,0
Z00312,6498,1,2021-01-27,0
Z00312,6498,1,2021-03-29,0
Z00312,6498,2,2021-11-03,0
Z00313,6498,3,2021-07-04,0
Z00313,6498,6,2021-02-25,0
Z00313,6498,12,2021-04-03,0
Z00334,6498,1,2021-12-26,0
Z00334,6498,1,2021-06-01,1
Z00334,6498,1,2021-11-27,0
Z00336,6498,1,2021-05-19,0
Z00336,6498,1,2021-07-12,0
Z00336,6498,1,2021-11-20,0
Z00343,6498,1,2021-10-02,0
Z00343,6498,1,2021-12-14,0
Z00343,6498,2,2021-01-21,0
Z00356,18691,5,2021-01-22,0
Z00356,18691,9,2021-06-25,0
Z00356,18691,18,2021-12-13,0
Z00357,6498,1,2021-12-22,0
Z00357,6498,1,2021-05-04,1
Z00357,6498,3,2021-11-03,0
Z00359,6498,1,2021-12-04,0
Z00359,6498,2,2021-08-13,0
Z00359,6498,4,2021-05-03,0
Z00360,6498,1,2021-07-05,0
Z00360,6498,1,2021-11-11,1
Z00360,6498,3,2021-10-17,0
Z00361,27256,1,2021-12-04,0
Z00361,27256,3,2021-02-11,1
Z00361,27256,6,2021-10-30,0
Z00362,6498,1,2021-01-11,1
Z00362,6498,1,2021-02-27,0
Z00362,6498,2,2021-04-28,0
Z00363,8416,3,2021-01-03,1
Z00363,8416,20,2021-09-14,0
Z00363,8416,40,2021-05-28,0
Z00371,27256,2,2021-03-06,0
Z00371,27256,6,2021-05-28,0
Z00371,27256,12,2021-04-10,0
Z00372,6498,1,2021-05-19,0
Z00372,6498,2,2021-04-01,0
Z00372,6498,5,2021-04-30,0
Z00373,6332,2,2021-03-01,1
Z00373,6332,7,2021-01-25,0
Z00373,6332,14,2021-07-06,0
Z00376,6498,2,2021-01-20,0
Z00376,6498,5,2021-07-29,0
Z00376,6498,10,2021-04-11,0
Z00378,6498,2,2021-01-29,0
Z00378,6498,4,2021-08-12,0
Z00378,6498,8,2021-05-28,0
Z00386,15218,6,2021-12-21,0
Z00386,15218,27,2021-11-10,0
Z00386,15218,54,2021-08-13,1
Z00387,52115,5,2021-01-29,0
Z00387,52115,11,2021-06-05,0
Z00387,52115,22,2021-11-08,0
